
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
DA:A1:19:E0:DC:D7, 2020-04-19 19:04:44, 2020-04-19 19:04:44, -84,        1, (not associated) ,
A8:DB:03:17:C3:03, 2020-04-19 19:05:03, 2020-04-19 19:05:35, -86,        5, (not associated) ,SINGTEL-3CE3 (5G)
DA:A1:19:31:5C:22, 2020-04-19 19:05:34, 2020-04-19 19:05:34, -84,        1, (not associated) ,
DA:A1:19:01:01:01, 2020-04-19 19:07:40, 2020-04-19 19:07:40, -86,        1, (not associated) ,
DE:0E:A8:B1:C1:94, 2020-04-19 18:49:42, 2020-04-19 19:11:01, -25,        5, (not associated) ,
6E:20:67:F0:DF:D5, 2020-04-19 19:12:27, 2020-04-19 19:12:27, -46,       11, (not associated) ,
DA:18:B8:E1:27:74, 2020-04-19 19:12:30, 2020-04-19 19:12:30, -33,       10, (not associated) ,
9C:B6:D0:D5:D4:09, 2020-04-18 13:56:10, 2020-04-19 19:13:55, -79,      131, (not associated) ,
DA:A1:19:38:38:38, 2020-04-18 19:42:53, 2020-04-19 19:17:30, -86,        6, (not associated) ,
9A:F2:33:3D:76:4B, 2020-04-19 19:22:15, 2020-04-19 19:22:15, -41,        8, (not associated) ,
DA:A1:19:3E:3E:3E, 2020-04-18 22:15:54, 2020-04-19 19:22:25, -81,        7, (not associated) ,
22:15:62:2C:F8:D3, 2020-04-19 19:22:25, 2020-04-19 19:22:25, -41,        4, (not associated) ,
8C:8E:F2:BE:FA:56, 2020-04-18 14:50:24, 2020-04-19 19:25:47, -79,      246, 24:F5:A2:01:9A:6F,Linksys04359_2.4
40:98:AD:18:A9:34, 2020-04-18 13:52:11, 2020-04-19 19:26:40, -80,       26, 58:EF:68:A3:39:2F,Linksys02482
F2:FA:B4:C5:5C:93, 2020-04-19 20:52:11, 2020-04-19 20:52:11, -25,        1, (not associated) ,
70:70:0D:7F:B2:43, 2020-04-18 19:40:40, 2020-04-19 20:57:55, -80,       29, 94:6A:B0:27:D5:DF,SINGTEL-D5DD_5G
4C:66:41:34:77:E6, 2020-04-18 13:36:29, 2020-04-19 21:02:40, -83,      159, (not associated) ,Singtel WIFI
B0:72:BF:74:0E:90, 2020-04-18 13:47:13, 2020-04-19 21:05:17, -83,      216, 70:4F:57:89:7B:EB,RYAP1,Singtel WIFI
DA:A1:19:BA:C4:04, 2020-04-19 02:22:12, 2020-04-19 21:05:56, -70,      131, (not associated) ,SINGTEL-B661,iPhone
DA:A1:19:CD:BB:43, 2020-04-19 21:06:25, 2020-04-19 21:06:25, -87,        1, (not associated) ,
F6:A0:C9:3D:D5:AC, 2020-04-19 21:10:52, 2020-04-19 21:10:52, -62,        3, (not associated) ,
1E:75:44:92:78:94, 2020-04-19 21:12:19, 2020-04-19 21:12:20, -31,        9, (not associated) ,
EC:F4:51:C3:3C:4B, 2020-04-18 13:50:25, 2020-04-19 21:12:31, -90,      243, (not associated) ,
BE:C9:B9:7E:3E:D4, 2020-04-19 21:12:31, 2020-04-19 21:12:31, -36,        9, (not associated) ,
A2:CE:EC:5A:7F:78, 2020-04-19 21:12:51, 2020-04-19 21:12:52, -32,        5, (not associated) ,
12:5E:06:1C:94:7C, 2020-04-19 21:13:10, 2020-04-19 21:13:10, -63,        4, (not associated) ,
40:9C:28:C9:9F:BA, 2020-04-18 15:01:36, 2020-04-19 21:13:32, -88,       61, (not associated) ,ChoyFam
DA:A1:19:A9:A9:A9, 2020-04-19 21:15:27, 2020-04-19 21:15:27, -79,        3, (not associated) ,
48:8D:36:5E:97:FC, 2020-04-18 13:52:59, 2020-04-19 21:16:04, -85,      754, (not associated) ,
DA:A1:19:78:78:78, 2020-04-19 04:04:59, 2020-04-19 21:17:15, -75,        4, (not associated) ,
00:FB:70:4F:57:89, 2020-04-18 14:03:13, 2020-04-19 21:18:20, -58,       16, 7B:EB:70:4F:57:89,
56:4F:86:7A:16:3C, 2020-04-19 14:29:40, 2020-04-19 21:20:52, -73,       40, 00:25:00:FF:94:73,
3C:CF:5B:7F:9C:E9, 2020-04-18 21:26:03, 2020-04-19 21:21:52, -90,      987, 70:4F:57:89:7B:EB,
C0:EE:FB:8B:42:99, 2020-04-18 22:53:18, 2020-04-19 21:22:54, -82,       10, 30:23:03:0F:D4:69,Yuven
98:6F:60:51:D3:A9, 2020-04-18 13:38:10, 2020-04-19 21:26:51, -75,      842, EC:F4:51:94:B6:61,
4C:1B:86:06:AA:2A, 2020-04-18 13:50:04, 2020-04-19 21:27:10, -83,      512, (not associated) ,
DA:A1:19:F2:37:21, 2020-04-19 21:27:45, 2020-04-19 21:27:45, -82,        2, (not associated) ,
26:4E:91:13:22:3E, 2020-04-19 21:29:06, 2020-04-19 21:29:06, -57,        5, (not associated) ,
48:8D:36:94:3C:E3, 2020-04-18 13:47:19, 2020-04-19 21:30:57, -86,      651, (not associated) ,
DA:A1:19:F7:39:E9, 2020-04-19 21:30:56, 2020-04-19 21:30:56, -76,        1, (not associated) ,
DB:23:70:4F:57:89, 2020-04-19 14:59:05, 2020-04-19 21:32:30, -54,        2, 3A:01:50:7E:5D:33,
F4:42:8F:D7:57:5A, 2020-04-18 14:04:11, 2020-04-19 21:32:56, -59,      412, 70:4F:57:89:7B:EA,Singtel WIFI
DA:A1:19:7F:A3:54, 2020-04-19 03:40:10, 2020-04-19 21:34:47, -77,       20, (not associated) ,
B0:72:BF:6C:41:2A, 2020-04-18 18:12:15, 2020-04-19 21:35:41, -82,       39, (not associated) ,lecheznous,GlocalMe_04025,DBS_Aperia_Internal,dbsstaff_aprb@dbs.com,IBIS147913,Singtel WIFI
40:31:3C:AD:04:1A, 2020-04-18 13:49:52, 2020-04-19 21:35:50, -90,      434, (not associated) ,Dodgers
C8:FF:28:49:31:83, 2020-04-18 13:54:00, 2020-04-19 21:36:07, -84,        2, (not associated) ,Linksys04359_2.4
04:D4:C4:D0:8D:E0, 2020-04-18 13:53:03, 2020-04-19 21:36:15, -87,       80, (not associated) ,
38:71:DE:EA:EC:6C, 2020-04-19 00:23:48, 2020-04-19 21:36:44, -89,       18, 70:8B:CD:B4:80:88,Sim Family 
74:59:09:A2:94:2C, 2020-04-19 15:55:40, 2020-04-19 21:36:52, -80,       15, 10:BE:F5:D5:EE:E4,
F0:18:98:17:28:B9, 2020-04-18 17:48:38, 2020-04-19 21:37:55, -86,      279, (not associated) ,ChoyFam
78:DD:12:C9:C0:FC, 2020-04-18 13:50:37, 2020-04-19 21:38:49, -84,      935, (not associated) ,
A4:F0:5E:1E:AD:E1, 2020-04-18 13:59:32, 2020-04-19 21:39:02, -90,      997, 30:23:03:77:F0:F1,zzhome1
E8:93:09:C3:91:08, 2020-04-18 17:19:47, 2020-04-19 21:39:01, -84,       52, 10:BE:F5:D5:EE:E5,.,0830520244-guest
B0:CA:68:7C:14:18, 2020-04-18 17:00:58, 2020-04-19 21:38:59, -80,      573, 30:23:03:77:F0:F1,zzhome1
8C:85:90:8D:0B:7B, 2020-04-18 13:41:23, 2020-04-19 21:39:00, -44,     2065, (not associated) ,ChangHome5,SPDNET
A8:D3:F7:93:57:D6, 2020-04-18 14:05:57, 2020-04-19 21:40:39, -89,       25, (not associated) ,
2C:0E:3D:B5:6C:3E, 2020-04-19 18:00:38, 2020-04-19 21:40:31, -88,       29, 44:FE:3B:59:56:0C,
A8:DB:03:9D:1C:BE, 2020-04-18 13:54:13, 2020-04-19 21:39:59, -83,     3449, 70:4F:57:89:7B:EB,RYAP1
5A:7F:3A:F4:5C:36, 2020-04-19 14:59:22, 2020-04-19 21:40:40, -83,    12506, 50:D4:F7:80:56:DC,ChangHome
DA:A1:19:75:C5:B3, 2020-04-19 21:39:51, 2020-04-19 21:39:51, -82,        2, (not associated) ,
14:47:15:1F:0D:29, 2020-04-18 13:37:33, 2020-04-19 21:40:42, -81,    48488, (not associated) ,APSK
DA:A1:19:D2:85:CA, 2020-04-19 21:39:50, 2020-04-19 21:39:50, -81,        1, (not associated) ,
4C:1B:86:06:DB:68, 2020-04-18 13:41:27, 2020-04-19 21:40:37, -80,     1405, (not associated) ,
48:8D:36:6C:24:1B, 2020-04-18 13:37:43, 2020-04-19 21:40:39, -78,     1632, (not associated) ,
20:DF:B9:7E:38:5C, 2020-04-18 13:37:12, 2020-04-19 21:40:02, -76,     8883, (not associated) ,ChangHome5
50:7E:5D:33:DB:23, 2020-04-18 13:36:24, 2020-04-19 21:40:44, -75,    42875, (not associated) ,ChangNet,Chang Home Network,DL-ChangNet5,Chang  Home Network 5
A4:F1:E8:B3:9B:02, 2020-04-18 13:36:39, 2020-04-19 21:40:19, -74,    64700, 50:D4:F7:80:56:DC,ChangHome
EC:F4:51:94:B6:61, 2020-04-18 13:36:50, 2020-04-19 21:40:15, -64,     4316, (not associated) ,
A0:2C:36:51:25:98, 2020-04-18 15:13:01, 2020-04-19 21:40:39, -57,    22278, 70:4F:57:89:7B:EB,VSWIFI_TEST2.4G,RYAP1
E2:8F:21:51:56:64, 2020-04-19 21:40:17, 2020-04-19 21:40:17, -53,       11, (not associated) ,
14:9D:99:74:5C:A0, 2020-04-18 13:36:24, 2020-04-19 21:40:14, -27,    70348, 50:D4:F7:80:56:DC,ChangHome
C4:98:80:C6:B3:BB, 2020-04-18 13:39:15, 2020-04-19 21:40:20, -17,      888, (not associated) ,ChangHome5
78:28:CA:BB:40:76, 2020-04-18 13:36:24, 2020-04-19 21:40:42, -15,   102188, 50:D4:F7:80:56:DC,
78:28:CA:BB:40:77, 2020-04-18 13:36:24, 2020-04-19 21:40:47,   0,   185255, (not associated) ,Sonos_3LdeLyv5Isr0xqVCVKunw2fUl0
B8:27:EB:C8:49:44, 2020-04-18 13:36:51, 2020-04-19 21:40:47,  -1,    62410, 50:D4:F7:80:56:DC,
